user_id,profile_id,profile_label,n_posts,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,gt_w0,gt_w1,gt_w2,gt_w3,gt_w4,gt_w5,gt_w6,gt_w7,gt_w8,gt_w9,gt_w10,gt_w11,gt_w12,gt_w13,gt_w14,gt_w15,gt_w16,gt_w17,gt_w18,gt_w19,assignment_type,topic_distribution,empirical_topic_distribution
user_0001,coding_heavy,Mostly AI coding innovations,100,0.0219713445445836,0.13000711367040677,0.014953746062825351,0.014697901123213671,0.01761193633384863,0.05174487228638037,0.039073650317701096,0.03462441230018475,0.12499124772174534,0.03362563153888133,0.01604731759113802,0.028921848082660004,0.09959682600514573,0.013213922618283433,0.11036243414597068,0.02490749086355269,0.09385716800045983,0.07642615458283651,0.04320544819720475,0.010159534012977409,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.79, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.11}"
user_0002,copyright_heavy,Mostly AI copyright / theft concerns,100,0.029750638725405426,0.04611610134218454,0.0474717496850259,0.013112159332261293,0.03496455516688733,0.023953957396008488,0.11227997288554502,0.035897569391148236,0.05717411812017101,0.10573682158066959,0.04964035309541066,0.08251366284209671,0.03975154088307812,0.015231633258798902,0.04910760904057835,0.07354312835763475,0.043605479897556546,0.07448346268706887,0.029397429827524114,0.036268056484946236,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.14, ""ai_copyright_theft"": 0.76, ""ai_mass_surveillance"": 0.1}"
user_0003,surveillance_heavy,Mostly AI mass surveillance,100,0.08816988244763944,0.05355706122424973,0.01865588609857732,0.048705631665732226,0.020572086956323742,0.019532896129384112,0.04342835848651832,0.08121368016023063,0.06485737822095626,0.03889469522410274,0.01680496327446718,0.03213059047310773,0.036303334451911945,0.044518668420186126,0.04890240426610021,0.032894763503670245,0.04002635067834627,0.22622035260432138,0.029118287636855658,0.01549272807731864,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.79}"
user_0004,balanced,Even across all topics,100,0.04427601945319705,0.07165902626442827,0.03015924990333047,0.023727743976481953,0.026007467149076993,0.030447562820948754,0.07216766648067535,0.04849398380009357,0.07829964409479351,0.06650452725279349,0.030878963336639434,0.05315477985190132,0.0554704300358436,0.023038956644740972,0.06614682002997485,0.048349921432323674,0.0566091204421525,0.11839360363365638,0.03317183561647093,0.023042677780476823,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.31, ""ai_copyright_theft"": 0.39, ""ai_mass_surveillance"": 0.3}"
user_0005,coding_copyright,Split: coding + copyright,100,0.027407480038046855,0.07720635748386727,0.03518363731703811,0.014023646019419515,0.0284162284884562,0.03419045888990151,0.08457994801297179,0.03584065688736855,0.08232258076279653,0.07846012239377105,0.03691798955792991,0.062235623530937506,0.061850404068409866,0.014752989636246269,0.0717573297532532,0.05518675918873546,0.06215550394585953,0.07658773558383461,0.03450098644678284,0.026423561994373502,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.38, ""ai_copyright_theft"": 0.51, ""ai_mass_surveillance"": 0.11}"
user_0006,coding_surveillance,Split: coding + surveillance,100,0.06710421947886401,0.08320804270905872,0.015197895466986102,0.03828039184543163,0.018421707156011383,0.03148926963894318,0.036876739871689386,0.06668665661259393,0.0883102356097958,0.032137569536984566,0.014182984332303274,0.027327928505325776,0.06016875942506586,0.03467492792012573,0.07229986266920102,0.026963584042094,0.06027784441857497,0.1799418917593367,0.0344646895525103,0.011984799449103743,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.36, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.58}"
user_0007,copyright_surveillance,Split: copyright + surveillance,100,0.06829979403575967,0.046601500435418886,0.030352105371306597,0.03626952262705317,0.026471837074164953,0.019618647826656066,0.07114078769448423,0.0655521560303699,0.058655612223230284,0.06585260374121342,0.029952280638920276,0.052410677665041976,0.03438052511825036,0.034459177109969874,0.045780568659946314,0.04953786700469318,0.038649070283481066,0.1734556690679681,0.02849539328055274,0.024064204111518817,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.37, ""ai_mass_surveillance"": 0.55}"
user_0008,coding_heavy,Mostly AI coding innovations,100,0.022545136609815043,0.13276525673638534,0.013520697294658995,0.015247592388823816,0.016861034713987425,0.0525619324455774,0.035791638842590276,0.03522011884318663,0.1272443280937153,0.0304064640302162,0.014523851206569934,0.026519493158381473,0.10144151156588758,0.01356111983463768,0.1122972207942607,0.022798533966702728,0.09539654304385525,0.07861712948013788,0.043638318023554175,0.009042078927056229,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.81, ""ai_copyright_theft"": 0.07, ""ai_mass_surveillance"": 0.12}"
user_0009,copyright_heavy,Mostly AI copyright / theft concerns,100,0.029442024001318522,0.04078231163296015,0.049891622416812394,0.01252957757378315,0.03624249542843672,0.02228058438820275,0.11778180376042517,0.03536119185239924,0.05283963935995964,0.11114303742371952,0.05218190103933446,0.08654107998336438,0.03606556644737356,0.01495951248234529,0.04528964656825341,0.0771291227337619,0.04051968221735132,0.07230036978981619,0.02853995211091022,0.03817887878947208,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.81, ""ai_mass_surveillance"": 0.09}"
user_0010,surveillance_heavy,Mostly AI mass surveillance,100,0.08370985807461478,0.055220225753832015,0.019900186157688272,0.04615451829488962,0.02116436320550079,0.02058547242505132,0.04651949946345666,0.07787917341970409,0.06608036669055506,0.041868242761119105,0.018313805841173425,0.0343919917925655,0.0381276398979791,0.04233222369901114,0.050527525968860426,0.03457732311225674,0.04160801128222786,0.21521818611752228,0.029501585846695468,0.016319800195296337,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.14, ""ai_mass_surveillance"": 0.74}"
