user_id,profile_id,profile_label,n_posts,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,gt_w0,gt_w1,gt_w2,gt_w3,gt_w4,gt_w5,gt_w6,gt_w7,gt_w8,gt_w9,gt_w10,gt_w11,gt_w12,gt_w13,gt_w14,gt_w15,gt_w16,gt_w17,gt_w18,gt_w19,assignment_type,topic_distribution,empirical_topic_distribution
user_0001,coding_heavy,Mostly AI coding innovations,100,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,hard,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.79, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.11}"
user_0002,copyright_heavy,Mostly AI copyright / theft concerns,100,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,hard,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.14, ""ai_copyright_theft"": 0.76, ""ai_mass_surveillance"": 0.1}"
user_0003,surveillance_heavy,Mostly AI mass surveillance,100,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,hard,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.79}"
user_0004,balanced,Even across all topics,100,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,hard,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.31, ""ai_copyright_theft"": 0.39, ""ai_mass_surveillance"": 0.3}"
user_0005,coding_copyright,Split: coding + copyright,100,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,hard,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.38, ""ai_copyright_theft"": 0.51, ""ai_mass_surveillance"": 0.11}"
user_0006,coding_surveillance,Split: coding + surveillance,100,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,hard,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.36, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.58}"
user_0007,copyright_surveillance,Split: copyright + surveillance,100,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,hard,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.37, ""ai_mass_surveillance"": 0.55}"
user_0008,coding_heavy,Mostly AI coding innovations,100,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,hard,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.81, ""ai_copyright_theft"": 0.07, ""ai_mass_surveillance"": 0.12}"
user_0009,copyright_heavy,Mostly AI copyright / theft concerns,100,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,hard,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.81, ""ai_mass_surveillance"": 0.09}"
user_0010,surveillance_heavy,Mostly AI mass surveillance,100,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,hard,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.14, ""ai_mass_surveillance"": 0.74}"
